,Speaker Party,Speaker,"('abgangsentschad', 'vergut')","('abgekurzt', 'verfahr')","('aeschi', 'thomas')","('aggressiv', 'werbung')","('alptransit', 'gotthard')","('angab', 'herrn')","('angehor', 'arme')","('anlegerinn', 'anleg')","('antrag', 'kommissionsmehr')","('arbeitnehmerinn', 'arbeitnehm')","('arm', 'trad')","('aufgenomm', 'person')","('auftrag', 'erfull')","('aussenpolit', 'bericht')","('automat', 'informationsaustausch')","('beantragt', 'kommission')","('beantragt', 'vorberat')","('beruf', 'vorsorg')","('beschluss', 'standerat')","('beschuldigt', 'person')","('best', 'dank')","('bestockt', 'weid')","('biog', 'treibstoff')","('bitt', 'deshalb')","('bitt', 'dringend')","('bittet', 'spfraktion')","('bund', 'kanton')","('bundesamt', 'gesund')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'meinung')","('bundesrat', 'schneiderammann')","('bundesrat', 'teilt')","('bundesrat', 'unterstutz')","('buro', 'beantragt')","('bypass', 'luz')","('cvpevpfraktion', 'beantragt')","('cvpevpfraktion', 'bitt')","('cvpevpfraktion', 'bittet')","('cvpevpfraktion', 'dah')","('cvpevpfraktion', 'kommissionsmehr')","('cvpevpfraktion', 'lehnt')","('cvpevpfraktion', 'mehrheit')","('cvpevpfraktion', 'meinung')","('cvpevpfraktion', 'minderheitsantrag')","('cvpevpfraktion', 'steht')","('cvpevpfraktion', 'stimmt')","('cvpevpfraktion', 'unterstutzt')","('cvpevpfraktion', 'vorlag')","('dam', 'herr')","('dank', 'bundesrat')","('dank', 'unterstutz')","('darauf', 'angewies')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('davon', 'ausgeh')","('de', 'la')","('dementsprech', 'sich')","('dementsprech', 'uberzeugt')","('deshalb', 'antrag')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('deshalb', 'mocht')","('deshalb', 'spfraktion')","('deshalb', 'svpfraktion')","('dien', 'upf')","('direkt', 'demokrati')","('diskussion', 'kommission')","('eben', 'gesagt')","('ehepaar', 'eingetrag')","('ehrlich', 'gesagt')","('ehrlich', 'sag')","('eidgenoss', 'steuerverwalt')","('einburgerungsgesuch', 'stell')","('einfach', 'sag')","('elektron', 'patientendossi')","('elektron', 'rechtsverkehr')","('elektron', 'stimmabgab')","('elt', 'sorg')","('erinn', 'daran')","('erneuerbar', 'energi')","('ernst', 'nehm')","('ersatz', 'list')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'staat')","('europa', 'union')","('existenzsichernd', 'lohn')","('extern', 'kinderbetreu')","('fakultativ', 'referendum')","('fdpdie', 'liberal')","('fdpliberal', 'fraktion')","('flankier', 'massnahm')","('ford', 'lenk')","('formell', 'festzustell')","('frag', 'herr')","('fraktion', 'ersuch')","('fraktion', 'lehnt')","('frank', 'mehr')","('frank', 'prozent')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'nationalratin')","('frau', 'standeratin')","('freihandelsabkomm', 'china')","('fursorger', 'zwangsmassnahm')","('ganz', 'konkret')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'frag')","('geltend', 'gemacht')","('gemeinsam', 'elt')","('generell', 'projekt')","('genet', 'ressourc')","('gesagt', 'word')","('geschadigt', 'person')","('geschaftsbericht', 'bundesgericht')","('geschatzt', 'kolleg')","('gesund', 'sitzung')","('gewerkschaft', 'verkehrspersonal')","('gibt', 'ja')","('gleichstell', 'geschlecht')","('gotthard', 'ag')","('grund', 'weshalb')","('han', 'pet')","('herr', 'baad')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'morg')","('hintergrund', 'ausfuhr')","('hoh', 'berufsbild')","('informationsberechtigt', 'person')","('initiantinn', 'initiant')","('insof', 'glaub')","('international', 'genf')","('irgendwi', 'moglich')","('ja', 'imm')","('jugend', 'sport')","('kanton', 'bund')","('kanton', 'graubund')","('kanton', 'luz')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kantonal', 'waffenregist')","('kenntnis', 'genomm')","('kerngehalt', 'grundrecht')","('kernkraftwerk', 'muhleberg')","('kolleg', 'fohn')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'mocht')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommissionssprecherin', 'gesagt')","('konsumentinn', 'konsument')","('kurzfrist', 'freiheitsstraf')","('la', 'voie')","('landlich', 'raum')","('lehnt', 'cvpevpfraktion')","('lehnt', 'fdpliberal')","('lehnt', 'spfraktion')","('lehnt', 'svpfraktion')","('leutenegg', 'oberholz')","('losung', 'find')","('mach', 'beliebt')","('mark', 'schweiz')","('mechanisiert', 'brigad')","('mehr', 'angerechnet')","('mehr', 'geld')","('mehrheit', 'anzuschliess')","('mehrheit', 'cvpevpfraktion')","('mehrheit', 'fdpliberal')","('mehrheit', 'spfraktion')","('mehrheit', 'staatspolit')","('mehrheit', 'svpfraktion')","('mittelvariant', 'ii')","('mocht', 'bitt')","('mocht', 'darauf')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'kurz')","('motion', 'abzulehn')","('nam', 'bundesrat')","('nam', 'cvpevpfraktion')","('nam', 'fdpliberal')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kill')","('offent', 'krankenkass')","('opf', 'angehor')","('ortsbildprag', 'baut')","('ortsub', 'bewirtschaftungsbereich')","('patientinn', 'patient')","('pflegend', 'angehor')","('recht', 'gesagt')","('richt', 'behord')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'gern')","('sag', 'ja')","('sbb', 'cargo')","('schliesslich', 'endlich')","('schluss', 'tag')","('schon', 'erwahnt')","('schon', 'gesagt')","('schon', 'lang')","('sech', 'monat')","('seit', 'fahn')","('servic', 'public')","('sicht', 'bundesrat')","('sicht', 'sp')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sp', 'begrusst')","('sp', 'klar')","('sp', 'schon')","('sp', 'setzt')","('sp', 'steht')","('sp', 'unterstutzt')","('spfraktion', 'antrag')","('spfraktion', 'beantragt')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'deshalb')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'meinung')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'stimmt')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('staatspolit', 'kommission')","('standerat', 'theil')","('steuerzahlerinn', 'steuerzahl')","('stimm', 'enthalt')","('straf', 'massnahmenvollzug')","('svpfraktion', 'antrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'meinung')","('svpfraktion', 'mind')","('svpfraktion', 'minderheitsantrag')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('trad', 'treaty')","('traditionell', 'osthilf')","('traditionell', 'wiss')","('uberhaupt', 'einburgerungsgesuch')","('unabhang', 'kontrollinstanz')","('uns', 'kommission')","('uns', 'sicht')","('unternehmenssteuerreform', 'ii')","('unternehmenssteuerreform', 'iii')","('unterstutzt', 'cvpevpfraktion')","('unterstutzt', 'fdpliberal')","('unterstutzt', 'sp')","('unterstutzt', 'spfraktion')","('unterstutzt', 'svpfraktion')","('urek', 'rat')","('verdeckt', 'ermittl')","('vergut', 'voraus')","('verordn', 'arbeitsgesetz')","('verordn', 'bundesversamml')","('verurteilt', 'person')","('viel', 'mensch')","('voie', 'bilatéral')","('volkerrecht', 'vertrag')","('vorberat', 'entsprech')","('vorberat', 'kommission')","('vorlauf', 'anwend')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('wahl', 'herrn')","('weiterentwickl', 'arme')","('werdend', 'leb')","('wirtschaft', 'landesversorg')","('wohl', 'kind')","('wurd', 'kommission')","('wurd', 'schon')","('zeit', 'vorlauf')","('zivil', 'behord')","('zivil', 'polizei')","('zuhand', 'materiali')","('zwingend', 'lebenslang')","('zwolf', 'jahr')"
38,FDP.Die Liberalen (FDP-Liberale),Beat Walti,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,FDP.Die Liberalen (FDP-Liberale),Bruno Pezzatti,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,25,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
40,FDP.Die Liberalen (FDP-Liberale),Christa Markwalder,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,3,0,3,0,0,19,0,0,1,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,1,6,0,0,2,12,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,2,0,6,0,0,0,6,24,0,0,0,0,0,2,0,1,0,11,0,0,0,0,1,0,0,0,1,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,4,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,4,14,2,49,12,0,2,0,0,0,0,0,0,0,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,9,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0
41,FDP.Die Liberalen (FDP-Liberale),Christian Wasserfallen,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,2,0,2,2,0,0,18,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,1,3,6,2,1,8,1,0,0,3,5,1,0,2,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,2,27,3,0,2,3,10,0,2,0,0,5,4,51,5,15,0,2,0,1,2,1,1,46,0,10,0,0,0,0,1,1,4,3,2,1,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,6,0,0,2,0,3,0,6,0,0,0,0,0,3,0,2,1,0,0,0,0,2,0,3,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,3,1,0,0,0,3,0,0,2,0,0,1,0,1,1,1,3,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,FDP.Die Liberalen (FDP-Liberale),Christine Egerszegi-Obrist,0,0,0,0,0,0,0,0,3,2,0,2,0,0,5,2,0,8,9,0,0,0,0,4,0,0,21,3,16,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,9,0,0,0,0,0,0,4,39,2,0,3,0,0,0,0,1,0,0,0,1,0,0,14,7,0,0,0,2,0,5,0,2,3,2,0,0,0,0,1,0,1,3,0,0,0,0,0,2,2,1,10,3,2,0,0,0,0,5,2,10,0,4,3,0,0,0,2,0,1,1,13,0,4,0,0,13,0,0,0,10,0,0,0,0,14,0,0,0,3,0,0,0,3,2,2,0,0,4,7,0,7,0,0,16,10,7,2,2,16,0,4,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,6,1,14,0,27,0,0,0,0,0,1,3,0,2,0,0,0,12,0,0,0,1,2,0,2,0,0,0,0,5,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,5,0,0,0,0,0,8,1,0,0,0,1,0,4
43,FDP.Die Liberalen (FDP-Liberale),Corina Eichenberger-Walther,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,55,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,4,0,0,0,0
44,FDP.Die Liberalen (FDP-Liberale),Daniel Stolz,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,56,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,1,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
45,FDP.Die Liberalen (FDP-Liberale),Daniela Schneeberger,0,0,1,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,FDP.Die Liberalen (FDP-Liberale),Didier Burkhalter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,FDP.Die Liberalen (FDP-Liberale),Doris Fiala,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,9,14,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,FDP.Die Liberalen (FDP-Liberale),Fabio Abate,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,6,4,2,1,2,0,0,0,0,0,4,0,0,0,0,0,4,2,2,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
49,FDP.Die Liberalen (FDP-Liberale),Felix Gutzwiller,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,1,2,0,3,0,0,5,0,0,12,2,2,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,3,0,14,23,3,2,4,1,0,0,1,9,4,7,0,0,0,0,0,8,2,0,0,0,0,0,8,0,0,0,0,11,0,3,0,7,0,2,0,8,0,0,5,0,0,0,0,0,1,0,0,3,1,2,13,3,8,0,0,8,0,2,28,26,5,6,0,0,0,0,9,0,0,3,0,0,10,0,0,4,0,0,7,30,0,0,0,0,18,0,1,0,0,0,11,0,5,1,1,0,1,2,0,0,19,0,0,1,8,3,4,1,19,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,7,4,4,7,10,6,0,0,0,0,0,1,14,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,0,15,28,2,0,5,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,5
50,FDP.Die Liberalen (FDP-Liberale),Filippo Leutenegger,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,FDP.Die Liberalen (FDP-Liberale),Fulvio Pelli,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,5,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,FDP.Die Liberalen (FDP-Liberale),Gabi Huber,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,3,2,5,0,0,0,1,0,0,2,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,28,0,0,1,0,0,1,0,0,0,0,0,0,9,117,0,0,0,0,14,10,1,0,7,20,0,8,0,0,0,0,1,0,1,2,3,2,7,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,1,0,42,9,0,0,0,0,0,0,2,0,0,9,2,2,9,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,9,0,0,0,0,0,0,0
